"protein1","protein2","combined_score","from","to"
"9606.ENSP00000078445","9606.ENSP00000342136",906,"CREB3L3","CREB3"
"9606.ENSP00000194530","9606.ENSP00000287878",906,"STRADB","PRKAG2"
"9606.ENSP00000194530","9606.ENSP00000254101",906,"STRADB","PRKAB2"
"9606.ENSP00000194530","9606.ENSP00000229328",906,"STRADB","PRKAB1"
"9606.ENSP00000229328","9606.ENSP00000330393",906,"PRKAB1","LEPR"
"9606.ENSP00000229328","9606.ENSP00000194530",906,"PRKAB1","STRADB"
"9606.ENSP00000254101","9606.ENSP00000330393",906,"PRKAB2","LEPR"
"9606.ENSP00000254101","9606.ENSP00000194530",906,"PRKAB2","STRADB"
"9606.ENSP00000262741","9606.ENSP00000354558",906,"PIK3R3","MTOR"
"9606.ENSP00000287878","9606.ENSP00000194530",906,"PRKAG2","STRADB"
"9606.ENSP00000289153","9606.ENSP00000354558",906,"PIK3CB","MTOR"
"9606.ENSP00000330393","9606.ENSP00000254101",906,"LEPR","PRKAB2"
"9606.ENSP00000330393","9606.ENSP00000229328",906,"LEPR","PRKAB1"
"9606.ENSP00000342136","9606.ENSP00000078445",906,"CREB3","CREB3L3"
"9606.ENSP00000354558","9606.ENSP00000366563",906,"MTOR","PIK3CD"
"9606.ENSP00000354558","9606.ENSP00000262741",906,"MTOR","PIK3R3"
"9606.ENSP00000354558","9606.ENSP00000289153",906,"MTOR","PIK3CB"
"9606.ENSP00000366563","9606.ENSP00000354558",906,"PIK3CD","MTOR"
"9606.ENSP00000164133","9606.ENSP00000399970",905,"PPP2R5B","PPP2R2D"
"9606.ENSP00000164133","9606.ENSP00000380432",905,"PPP2R5B","INS"
"9606.ENSP00000194530","9606.ENSP00000397133",905,"STRADB","PRKAG3"
"9606.ENSP00000194530","9606.ENSP00000336655",905,"STRADB","STRADA"
"9606.ENSP00000261461","9606.ENSP00000380432",905,"PPP2R5A","INS"
"9606.ENSP00000261461","9606.ENSP00000375080",905,"PPP2R5A","PPP2R3B"
"9606.ENSP00000287878","9606.ENSP00000397133",905,"PRKAG2","PRKAG3"
"9606.ENSP00000336655","9606.ENSP00000194530",905,"STRADA","STRADB"
"9606.ENSP00000375080","9606.ENSP00000261461",905,"PPP2R3B","PPP2R5A"
"9606.ENSP00000375080","9606.ENSP00000412324",905,"PPP2R3B","PPP2R5C"
"9606.ENSP00000380432","9606.ENSP00000164133",905,"INS","PPP2R5B"
"9606.ENSP00000380432","9606.ENSP00000261461",905,"INS","PPP2R5A"
"9606.ENSP00000397133","9606.ENSP00000194530",905,"PRKAG3","STRADB"
"9606.ENSP00000397133","9606.ENSP00000287878",905,"PRKAG3","PRKAG2"
"9606.ENSP00000399970","9606.ENSP00000164133",905,"PPP2R2D","PPP2R5B"
"9606.ENSP00000412324","9606.ENSP00000375080",905,"PPP2R5C","PPP2R3B"
"9606.ENSP00000262741","9606.ENSP00000344220",904,"PIK3R3","PDPK1"
"9606.ENSP00000303830","9606.ENSP00000324804",904,"INSR","PPP2R1A"
"9606.ENSP00000303830","9606.ENSP00000311344",904,"INSR","PPP2R1B"
"9606.ENSP00000311344","9606.ENSP00000303830",904,"PPP2R1B","INSR"
"9606.ENSP00000324804","9606.ENSP00000364145",904,"PPP2R1A","PFKFB1"
"9606.ENSP00000324804","9606.ENSP00000303830",904,"PPP2R1A","INSR"
"9606.ENSP00000344220","9606.ENSP00000262741",904,"PDPK1","PIK3R3"
"9606.ENSP00000364145","9606.ENSP00000324804",904,"PFKFB1","PPP2R1A"
"9606.ENSP00000380432","9606.ENSP00000412324",904,"INS","PPP2R5C"
"9606.ENSP00000412324","9606.ENSP00000380432",904,"PPP2R5C","INS"
"9606.ENSP00000232375","9606.ENSP00000356047",903,"PFKFB4","PFKFB2"
"9606.ENSP00000287878","9606.ENSP00000298552",903,"PRKAG2","TSC1"
"9606.ENSP00000298552","9606.ENSP00000287878",903,"TSC1","PRKAG2"
"9606.ENSP00000323867","9606.ENSP00000330393",903,"PRKAG1","LEPR"
"9606.ENSP00000323867","9606.ENSP00000397133",903,"PRKAG1","PRKAG3"
"9606.ENSP00000324856","9606.ENSP00000368880",903,"STK11","FOXO1"
"9606.ENSP00000330393","9606.ENSP00000323867",903,"LEPR","PRKAG1"
"9606.ENSP00000341044","9606.ENSP00000376303",903,"ACACB","CPT1C"
"9606.ENSP00000356047","9606.ENSP00000232375",903,"PFKFB2","PFKFB4"
"9606.ENSP00000356047","9606.ENSP00000364145",903,"PFKFB2","PFKFB1"
"9606.ENSP00000364145","9606.ENSP00000356047",903,"PFKFB1","PFKFB2"
"9606.ENSP00000365016","9606.ENSP00000366563",903,"IRS2","PIK3CD"
"9606.ENSP00000366563","9606.ENSP00000365016",903,"PIK3CD","IRS2"
"9606.ENSP00000368880","9606.ENSP00000324856",903,"FOXO1","STK11"
"9606.ENSP00000376303","9606.ENSP00000341044",903,"CPT1C","ACACB"
"9606.ENSP00000380432","9606.ENSP00000417963",903,"INS","PPP2R5D"
"9606.ENSP00000397133","9606.ENSP00000323867",903,"PRKAG3","PRKAG1"
"9606.ENSP00000417963","9606.ENSP00000380432",903,"PPP2R5D","INS"
"9606.ENSP00000262741","9606.ENSP00000263826",902,"PIK3R3","AKT3"
"9606.ENSP00000263826","9606.ENSP00000262741",902,"AKT3","PIK3R3"
"9606.ENSP00000262430","9606.ENSP00000341044",901,"MLYCD","ACACB"
"9606.ENSP00000298552","9606.ENSP00000397133",901,"TSC1","PRKAG3"
"9606.ENSP00000311344","9606.ENSP00000380432",901,"PPP2R1B","INS"
"9606.ENSP00000324560","9606.ENSP00000375711",901,"ULK1","AKT1S1"
"9606.ENSP00000341044","9606.ENSP00000262430",901,"ACACB","MLYCD"
"9606.ENSP00000341044","9606.ENSP00000483300",901,"ACACB","ACACA"
"9606.ENSP00000375711","9606.ENSP00000324560",901,"AKT1S1","ULK1"
"9606.ENSP00000380432","9606.ENSP00000311344",901,"INS","PPP2R1B"
"9606.ENSP00000397133","9606.ENSP00000298552",901,"PRKAG3","TSC1"
"9606.ENSP00000483300","9606.ENSP00000341044",901,"ACACA","ACACB"
"9606.ENSP00000221138","9606.ENSP00000380432",900,"PPP2CB","INS"
"9606.ENSP00000254101","9606.ENSP00000298552",900,"PRKAB2","TSC1"
"9606.ENSP00000263826","9606.ENSP00000428056",900,"AKT3","PIK3R1"
"9606.ENSP00000287878","9606.ENSP00000330393",900,"PRKAG2","LEPR"
"9606.ENSP00000298552","9606.ENSP00000254101",900,"TSC1","PRKAB2"
"9606.ENSP00000330393","9606.ENSP00000287878",900,"LEPR","PRKAG2"
"9606.ENSP00000337641","9606.ENSP00000380432",900,"PPP2R5E","INS"
"9606.ENSP00000340691","9606.ENSP00000417963",900,"EIF4EBP1","PPP2R5D"
"9606.ENSP00000380432","9606.ENSP00000337641",900,"INS","PPP2R5E"
"9606.ENSP00000380432","9606.ENSP00000221138",900,"INS","PPP2CB"
"9606.ENSP00000417963","9606.ENSP00000340691",900,"PPP2R5D","EIF4EBP1"
"9606.ENSP00000428056","9606.ENSP00000263826",900,"PIK3R1","AKT3"
"9606.ENSP00000263826","9606.ENSP00000289153",898,"AKT3","PIK3CB"
"9606.ENSP00000289153","9606.ENSP00000263826",898,"PIK3CB","AKT3"
"9606.ENSP00000304895","9606.ENSP00000312652",898,"IRS1","LEP"
"9606.ENSP00000312652","9606.ENSP00000304895",898,"LEP","IRS1"
"9606.ENSP00000366563","9606.ENSP00000375892",897,"PIK3CD","AKT2"
"9606.ENSP00000375892","9606.ENSP00000366563",897,"AKT2","PIK3CD"
"9606.ENSP00000269848","9606.ENSP00000443319",895,"PFKL","PFKFB3"
"9606.ENSP00000317904","9606.ENSP00000360290",895,"GYS1","PRKAA2"
"9606.ENSP00000323867","9606.ENSP00000324560",895,"PRKAG1","ULK1"
"9606.ENSP00000324560","9606.ENSP00000323867",895,"ULK1","PRKAG1"
"9606.ENSP00000360290","9606.ENSP00000317904",895,"PRKAA2","GYS1"
"9606.ENSP00000443319","9606.ENSP00000269848",895,"PFKFB3","PFKL"
"9606.ENSP00000261461","9606.ENSP00000417963",894,"PPP2R5A","PPP2R5D"
"9606.ENSP00000368880","9606.ENSP00000387699",894,"FOXO1","CREB1"
"9606.ENSP00000387699","9606.ENSP00000368880",894,"CREB1","FOXO1"
"9606.ENSP00000417963","9606.ENSP00000261461",894,"PPP2R5D","PPP2R5A"
"9606.ENSP00000219476","9606.ENSP00000344220",893,"TSC2","PDPK1"
"9606.ENSP00000264977","9606.ENSP00000417963",893,"PPP2R3A","PPP2R5D"
"9606.ENSP00000274026","9606.ENSP00000385269",893,"CCNA2","ELAVL1"
"9606.ENSP00000344220","9606.ENSP00000219476",893,"PDPK1","TSC2"
"9606.ENSP00000385269","9606.ENSP00000274026",893,"ELAVL1","CCNA2"
"9606.ENSP00000417963","9606.ENSP00000264977",893,"PPP2R5D","PPP2R3A"
"9606.ENSP00000356047","9606.ENSP00000451828",892,"PFKFB2","AKT1"
"9606.ENSP00000451828","9606.ENSP00000356047",892,"AKT1","PFKFB2"
"9606.ENSP00000212015","9606.ENSP00000451828",891,"SIRT1","AKT1"
"9606.ENSP00000346148","9606.ENSP00000357622",891,"PRKAA1","CRTC2"
"9606.ENSP00000357622","9606.ENSP00000346148",891,"CRTC2","PRKAA1"
"9606.ENSP00000451828","9606.ENSP00000212015",891,"AKT1","SIRT1"
"9606.ENSP00000212015","9606.ENSP00000219476",890,"SIRT1","TSC2"
"9606.ENSP00000219476","9606.ENSP00000212015",890,"TSC2","SIRT1"
"9606.ENSP00000262646","9606.ENSP00000320935",889,"RAB2A","SLC2A4"
"9606.ENSP00000320935","9606.ENSP00000262646",889,"SLC2A4","RAB2A"
"9606.ENSP00000337641","9606.ENSP00000399970",889,"PPP2R5E","PPP2R2D"
"9606.ENSP00000342136","9606.ENSP00000357596",889,"CREB3","CREB3L4"
"9606.ENSP00000350359","9606.ENSP00000357596",889,"CREB5","CREB3L4"
"9606.ENSP00000357596","9606.ENSP00000342136",889,"CREB3L4","CREB3"
"9606.ENSP00000357596","9606.ENSP00000350359",889,"CREB3L4","CREB5"
"9606.ENSP00000399970","9606.ENSP00000337641",889,"PPP2R2D","PPP2R5E"
"9606.ENSP00000225577","9606.ENSP00000385824",888,"RPS6KB1","FOXO3"
"9606.ENSP00000337641","9606.ENSP00000412324",888,"PPP2R5E","PPP2R5C"
"9606.ENSP00000385824","9606.ENSP00000225577",888,"FOXO3","RPS6KB1"
"9606.ENSP00000412324","9606.ENSP00000337641",888,"PPP2R5C","PPP2R5E"
"9606.ENSP00000287820","9606.ENSP00000380432",887,"PPARG","INS"
"9606.ENSP00000304895","9606.ENSP00000320935",887,"IRS1","SLC2A4"
"9606.ENSP00000320935","9606.ENSP00000304895",887,"SLC2A4","IRS1"
"9606.ENSP00000380432","9606.ENSP00000287820",887,"INS","PPARG"
"9606.ENSP00000078445","9606.ENSP00000357622",886,"CREB3L3","CRTC2"
"9606.ENSP00000222254","9606.ENSP00000375892",886,"PIK3R2","AKT2"
"9606.ENSP00000312741","9606.ENSP00000324856",886,"CAMKK2","STK11"
"9606.ENSP00000324856","9606.ENSP00000312741",886,"STK11","CAMKK2"
"9606.ENSP00000350359","9606.ENSP00000387699",886,"CREB5","CREB1"
"9606.ENSP00000357622","9606.ENSP00000078445",886,"CRTC2","CREB3L3"
"9606.ENSP00000375892","9606.ENSP00000222254",886,"AKT2","PIK3R2"
"9606.ENSP00000387699","9606.ENSP00000350359",886,"CREB1","CREB5"
"9606.ENSP00000357622","9606.ENSP00000451828",885,"CRTC2","AKT1"
"9606.ENSP00000451828","9606.ENSP00000357622",885,"AKT1","CRTC2"
"9606.ENSP00000262741","9606.ENSP00000451828",884,"PIK3R3","AKT1"
"9606.ENSP00000312987","9606.ENSP00000348069",884,"HNF4A","SREBF1"
"9606.ENSP00000342136","9606.ENSP00000481956",884,"CREB3","CREB3L1"
"9606.ENSP00000348069","9606.ENSP00000312987",884,"SREBF1","HNF4A"
"9606.ENSP00000370517","9606.ENSP00000443319",884,"PFKP","PFKFB3"
"9606.ENSP00000443319","9606.ENSP00000370517",884,"PFKFB3","PFKP"
"9606.ENSP00000451828","9606.ENSP00000262741",884,"AKT1","PIK3R3"
"9606.ENSP00000481956","9606.ENSP00000342136",884,"CREB3L1","CREB3"
"9606.ENSP00000212015","9606.ENSP00000304895",883,"SIRT1","IRS1"
"9606.ENSP00000304895","9606.ENSP00000212015",883,"IRS1","SIRT1"
"9606.ENSP00000262741","9606.ENSP00000303830",882,"PIK3R3","INSR"
"9606.ENSP00000303830","9606.ENSP00000262741",882,"INSR","PIK3R3"
"9606.ENSP00000303830","9606.ENSP00000366563",882,"INSR","PIK3CD"
"9606.ENSP00000366563","9606.ENSP00000303830",882,"PIK3CD","INSR"
"9606.ENSP00000164133","9606.ENSP00000264977",881,"PPP2R5B","PPP2R3A"
"9606.ENSP00000219476","9606.ENSP00000340691",881,"TSC2","EIF4EBP1"
"9606.ENSP00000263967","9606.ENSP00000385824",881,"PIK3CA","FOXO3"
"9606.ENSP00000264977","9606.ENSP00000164133",881,"PPP2R3A","PPP2R5B"
"9606.ENSP00000287936","9606.ENSP00000346148",881,"HMGCR","PRKAA1"
"9606.ENSP00000340691","9606.ENSP00000219476",881,"EIF4EBP1","TSC2"
"9606.ENSP00000346148","9606.ENSP00000287936",881,"PRKAA1","HMGCR"
"9606.ENSP00000385824","9606.ENSP00000263967",881,"FOXO3","PIK3CA"
"9606.ENSP00000212015","9606.ENSP00000385269",879,"SIRT1","ELAVL1"
"9606.ENSP00000385269","9606.ENSP00000212015",879,"ELAVL1","SIRT1"
"9606.ENSP00000003084","9606.ENSP00000360290",878,"CFTR","PRKAA2"
"9606.ENSP00000229328","9606.ENSP00000358335",878,"PRKAB1","MAP3K7"
"9606.ENSP00000302665","9606.ENSP00000451828",878,"IGF1","AKT1"
"9606.ENSP00000358335","9606.ENSP00000229328",878,"MAP3K7","PRKAB1"
"9606.ENSP00000360290","9606.ENSP00000003084",878,"PRKAA2","CFTR"
"9606.ENSP00000451828","9606.ENSP00000302665",878,"AKT1","IGF1"
"9606.ENSP00000264977","9606.ENSP00000337641",876,"PPP2R3A","PPP2R5E"
"9606.ENSP00000287878","9606.ENSP00000341044",876,"PRKAG2","ACACB"
"9606.ENSP00000300935","9606.ENSP00000333547",876,"RAB8A","RAB11B"
"9606.ENSP00000308413","9606.ENSP00000375711",876,"RPS6KB2","AKT1S1"
"9606.ENSP00000333547","9606.ENSP00000300935",876,"RAB11B","RAB8A"
"9606.ENSP00000337641","9606.ENSP00000264977",876,"PPP2R5E","PPP2R3A"
"9606.ENSP00000341044","9606.ENSP00000287878",876,"ACACB","PRKAG2"
"9606.ENSP00000375711","9606.ENSP00000308413",876,"AKT1S1","RPS6KB2"
"9606.ENSP00000320935","9606.ENSP00000451828",874,"SLC2A4","AKT1"
"9606.ENSP00000357622","9606.ENSP00000375892",874,"CRTC2","AKT2"
"9606.ENSP00000375892","9606.ENSP00000357622",874,"AKT2","CRTC2"
"9606.ENSP00000451828","9606.ENSP00000320935",874,"AKT1","SLC2A4"
"9606.ENSP00000261439","9606.ENSP00000346148",873,"TBC1D1","PRKAA1"
"9606.ENSP00000287820","9606.ENSP00000307272",873,"PPARG","RPTOR"
"9606.ENSP00000287878","9606.ENSP00000287936",873,"PRKAG2","HMGCR"
"9606.ENSP00000287936","9606.ENSP00000287878",873,"HMGCR","PRKAG2"
"9606.ENSP00000307272","9606.ENSP00000287820",873,"RPTOR","PPARG"
"9606.ENSP00000346148","9606.ENSP00000261439",873,"PRKAA1","TBC1D1"
"9606.ENSP00000225577","9606.ENSP00000375892",872,"RPS6KB1","AKT2"
"9606.ENSP00000227507","9606.ENSP00000451828",872,"CCND1","AKT1"
"9606.ENSP00000317904","9606.ENSP00000346148",872,"GYS1","PRKAA1"
"9606.ENSP00000346148","9606.ENSP00000317904",872,"PRKAA1","GYS1"
"9606.ENSP00000359380","9606.ENSP00000483300",872,"SCD","ACACA"
"9606.ENSP00000375892","9606.ENSP00000225577",872,"AKT2","RPS6KB1"
"9606.ENSP00000451828","9606.ENSP00000227507",872,"AKT1","CCND1"
"9606.ENSP00000483300","9606.ENSP00000359380",872,"ACACA","SCD"
"9606.ENSP00000225577","9606.ENSP00000263826",871,"RPS6KB1","AKT3"
"9606.ENSP00000263826","9606.ENSP00000225577",871,"AKT3","RPS6KB1"
"9606.ENSP00000287936","9606.ENSP00000323867",871,"HMGCR","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000287936",871,"PRKAG1","HMGCR"
"9606.ENSP00000232375","9606.ENSP00000370517",870,"PFKFB4","PFKP"
"9606.ENSP00000370517","9606.ENSP00000232375",870,"PFKP","PFKFB4"
"9606.ENSP00000164133","9606.ENSP00000377936",869,"PPP2R5B","PPP2R2B"
"9606.ENSP00000323867","9606.ENSP00000357622",869,"PRKAG1","CRTC2"
"9606.ENSP00000357622","9606.ENSP00000323867",869,"CRTC2","PRKAG1"
"9606.ENSP00000377936","9606.ENSP00000164133",869,"PPP2R2B","PPP2R5B"
"9606.ENSP00000212015","9606.ENSP00000387699",868,"SIRT1","CREB1"
"9606.ENSP00000219476","9606.ENSP00000368880",868,"TSC2","FOXO1"
"9606.ENSP00000368880","9606.ENSP00000219476",868,"FOXO1","TSC2"
"9606.ENSP00000387699","9606.ENSP00000212015",868,"CREB1","SIRT1"
"9606.ENSP00000219476","9606.ENSP00000324856",867,"TSC2","STK11"
"9606.ENSP00000225577","9606.ENSP00000298552",867,"RPS6KB1","TSC1"
"9606.ENSP00000298552","9606.ENSP00000225577",867,"TSC1","RPS6KB1"
"9606.ENSP00000312652","9606.ENSP00000365016",867,"LEP","IRS2"
"9606.ENSP00000324856","9606.ENSP00000219476",867,"STK11","TSC2"
"9606.ENSP00000354558","9606.ENSP00000380432",867,"MTOR","INS"
"9606.ENSP00000365016","9606.ENSP00000312652",867,"IRS2","LEP"
"9606.ENSP00000380432","9606.ENSP00000354558",867,"INS","MTOR"
"9606.ENSP00000340691","9606.ENSP00000375892",866,"EIF4EBP1","AKT2"
"9606.ENSP00000342136","9606.ENSP00000350359",866,"CREB3","CREB5"
"9606.ENSP00000350359","9606.ENSP00000342136",866,"CREB5","CREB3"
"9606.ENSP00000375892","9606.ENSP00000340691",866,"AKT2","EIF4EBP1"
"9606.ENSP00000164133","9606.ENSP00000335083",864,"PPP2R5B","PPP2R2C"
"9606.ENSP00000212015","9606.ENSP00000348069",864,"SIRT1","SREBF1"
"9606.ENSP00000261461","9606.ENSP00000261475",864,"PPP2R5A","PPP2R3C"
"9606.ENSP00000261475","9606.ENSP00000261461",864,"PPP2R3C","PPP2R5A"
"9606.ENSP00000323867","9606.ENSP00000341044",864,"PRKAG1","ACACB"
"9606.ENSP00000335083","9606.ENSP00000164133",864,"PPP2R2C","PPP2R5B"
"9606.ENSP00000341044","9606.ENSP00000323867",864,"ACACB","PRKAG1"
"9606.ENSP00000348069","9606.ENSP00000212015",864,"SREBF1","SIRT1"
"9606.ENSP00000261461","9606.ENSP00000377936",863,"PPP2R5A","PPP2R2B"
"9606.ENSP00000261475","9606.ENSP00000412324",863,"PPP2R3C","PPP2R5C"
"9606.ENSP00000377936","9606.ENSP00000261461",863,"PPP2R2B","PPP2R5A"
"9606.ENSP00000412324","9606.ENSP00000261475",863,"PPP2R5C","PPP2R3C"
"9606.ENSP00000232375","9606.ENSP00000269848",862,"PFKFB4","PFKL"
"9606.ENSP00000269848","9606.ENSP00000232375",862,"PFKL","PFKFB4"
"9606.ENSP00000262741","9606.ENSP00000375892",861,"PIK3R3","AKT2"
"9606.ENSP00000357596","9606.ENSP00000357622",861,"CREB3L4","CRTC2"
"9606.ENSP00000357622","9606.ENSP00000357596",861,"CRTC2","CREB3L4"
"9606.ENSP00000375892","9606.ENSP00000262741",861,"AKT2","PIK3R3"
"9606.ENSP00000325074","9606.ENSP00000335083",860,"PPP2R2A","PPP2R2C"
"9606.ENSP00000335083","9606.ENSP00000325074",860,"PPP2R2C","PPP2R2A"
"9606.ENSP00000229328","9606.ENSP00000324560",859,"PRKAB1","ULK1"
"9606.ENSP00000264710","9606.ENSP00000300935",859,"RAB10","RAB8A"
"9606.ENSP00000300935","9606.ENSP00000264710",859,"RAB8A","RAB10"
"9606.ENSP00000302665","9606.ENSP00000312652",859,"IGF1","LEP"
"9606.ENSP00000312652","9606.ENSP00000302665",859,"LEP","IGF1"
"9606.ENSP00000324560","9606.ENSP00000229328",859,"ULK1","PRKAB1"
"9606.ENSP00000341785","9606.ENSP00000380432",859,"ADIPOR1","INS"
"9606.ENSP00000357622","9606.ENSP00000360290",859,"CRTC2","PRKAA2"
"9606.ENSP00000360290","9606.ENSP00000357622",859,"PRKAA2","CRTC2"
"9606.ENSP00000380432","9606.ENSP00000341785",859,"INS","ADIPOR1"
"9606.ENSP00000254101","9606.ENSP00000317904",858,"PRKAB2","GYS1"
"9606.ENSP00000261461","9606.ENSP00000335083",858,"PPP2R5A","PPP2R2C"
"9606.ENSP00000269848","9606.ENSP00000364145",858,"PFKL","PFKFB1"
"9606.ENSP00000302665","9606.ENSP00000361202",858,"IGF1","IRS4"
"9606.ENSP00000317904","9606.ENSP00000254101",858,"GYS1","PRKAB2"
"9606.ENSP00000329140","9606.ENSP00000350359",858,"CREB3L2","CREB5"
"9606.ENSP00000329140","9606.ENSP00000481956",858,"CREB3L2","CREB3L1"
"9606.ENSP00000335083","9606.ENSP00000261461",858,"PPP2R2C","PPP2R5A"
"9606.ENSP00000337641","9606.ENSP00000377936",858,"PPP2R5E","PPP2R2B"
"9606.ENSP00000350359","9606.ENSP00000329140",858,"CREB5","CREB3L2"
"9606.ENSP00000361202","9606.ENSP00000302665",858,"IRS4","IGF1"
"9606.ENSP00000364145","9606.ENSP00000269848",858,"PFKFB1","PFKL"
"9606.ENSP00000377936","9606.ENSP00000337641",858,"PPP2R2B","PPP2R5E"
"9606.ENSP00000481956","9606.ENSP00000329140",858,"CREB3L1","CREB3L2"
"9606.ENSP00000164133","9606.ENSP00000375080",857,"PPP2R5B","PPP2R3B"
"9606.ENSP00000354558","9606.ENSP00000361202",857,"MTOR","IRS4"
"9606.ENSP00000361202","9606.ENSP00000354558",857,"IRS4","MTOR"
"9606.ENSP00000375080","9606.ENSP00000164133",857,"PPP2R3B","PPP2R5B"
"9606.ENSP00000377936","9606.ENSP00000399970",857,"PPP2R2B","PPP2R2D"
"9606.ENSP00000399970","9606.ENSP00000377936",857,"PPP2R2D","PPP2R2B"
"9606.ENSP00000078445","9606.ENSP00000329140",856,"CREB3L3","CREB3L2"
"9606.ENSP00000225577","9606.ENSP00000324804",856,"RPS6KB1","PPP2R1A"
"9606.ENSP00000287936","9606.ENSP00000360290",856,"HMGCR","PRKAA2"
"9606.ENSP00000324804","9606.ENSP00000225577",856,"PPP2R1A","RPS6KB1"
"9606.ENSP00000329140","9606.ENSP00000078445",856,"CREB3L2","CREB3L3"
"9606.ENSP00000329140","9606.ENSP00000387699",856,"CREB3L2","CREB1"
"9606.ENSP00000335083","9606.ENSP00000375080",856,"PPP2R2C","PPP2R3B"
"9606.ENSP00000360290","9606.ENSP00000287936",856,"PRKAA2","HMGCR"
"9606.ENSP00000375080","9606.ENSP00000335083",856,"PPP2R3B","PPP2R2C"
"9606.ENSP00000387699","9606.ENSP00000329140",856,"CREB1","CREB3L2"
"9606.ENSP00000308413","9606.ENSP00000418447",855,"RPS6KB2","PPP2CA"
"9606.ENSP00000320935","9606.ENSP00000375892",855,"SLC2A4","AKT2"
"9606.ENSP00000335083","9606.ENSP00000399970",855,"PPP2R2C","PPP2R2D"
"9606.ENSP00000354558","9606.ENSP00000385824",855,"MTOR","FOXO3"
"9606.ENSP00000375892","9606.ENSP00000320935",855,"AKT2","SLC2A4"
"9606.ENSP00000385824","9606.ENSP00000354558",855,"FOXO3","MTOR"
"9606.ENSP00000399970","9606.ENSP00000335083",855,"PPP2R2D","PPP2R2C"
"9606.ENSP00000418447","9606.ENSP00000308413",855,"PPP2CA","RPS6KB2"
"9606.ENSP00000335083","9606.ENSP00000337641",854,"PPP2R2C","PPP2R5E"
"9606.ENSP00000337641","9606.ENSP00000335083",854,"PPP2R5E","PPP2R2C"
"9606.ENSP00000263026","9606.ENSP00000346148",853,"EEF2K","PRKAA1"
"9606.ENSP00000263826","9606.ENSP00000366563",853,"AKT3","PIK3CD"
"9606.ENSP00000335083","9606.ENSP00000417963",853,"PPP2R2C","PPP2R5D"
"9606.ENSP00000346148","9606.ENSP00000263026",853,"PRKAA1","EEF2K"
"9606.ENSP00000366563","9606.ENSP00000263826",853,"PIK3CD","AKT3"
"9606.ENSP00000417963","9606.ENSP00000335083",853,"PPP2R5D","PPP2R2C"
"9606.ENSP00000221138","9606.ENSP00000308413",852,"PPP2CB","RPS6KB2"
"9606.ENSP00000308413","9606.ENSP00000221138",852,"RPS6KB2","PPP2CB"
"9606.ENSP00000341044","9606.ENSP00000397133",852,"ACACB","PRKAG3"
"9606.ENSP00000397133","9606.ENSP00000341044",852,"PRKAG3","ACACB"
"9606.ENSP00000261195","9606.ENSP00000360290",851,"GYS2","PRKAA2"
"9606.ENSP00000289153","9606.ENSP00000385824",851,"PIK3CB","FOXO3"
"9606.ENSP00000325074","9606.ENSP00000377936",851,"PPP2R2A","PPP2R2B"
"9606.ENSP00000360290","9606.ENSP00000261195",851,"PRKAA2","GYS2"
"9606.ENSP00000377936","9606.ENSP00000325074",851,"PPP2R2B","PPP2R2A"
"9606.ENSP00000385824","9606.ENSP00000289153",851,"FOXO3","PIK3CB"
"9606.ENSP00000261439","9606.ENSP00000262646",850,"TBC1D1","RAB2A"
"9606.ENSP00000262646","9606.ENSP00000261439",850,"RAB2A","TBC1D1"
"9606.ENSP00000397133","9606.ENSP00000483300",850,"PRKAG3","ACACA"
"9606.ENSP00000483300","9606.ENSP00000397133",850,"ACACA","PRKAG3"
"9606.ENSP00000229328","9606.ENSP00000341044",849,"PRKAB1","ACACB"
"9606.ENSP00000287936","9606.ENSP00000397133",849,"HMGCR","PRKAG3"
"9606.ENSP00000304895","9606.ENSP00000385824",849,"IRS1","FOXO3"
"9606.ENSP00000341044","9606.ENSP00000229328",849,"ACACB","PRKAB1"
"9606.ENSP00000385824","9606.ENSP00000304895",849,"FOXO3","IRS1"
"9606.ENSP00000397133","9606.ENSP00000287936",849,"PRKAG3","HMGCR"
"9606.ENSP00000261195","9606.ENSP00000346148",848,"GYS2","PRKAA1"
"9606.ENSP00000262187","9606.ENSP00000308413",848,"RHEB","RPS6KB2"
"9606.ENSP00000263026","9606.ENSP00000360290",848,"EEF2K","PRKAA2"
"9606.ENSP00000264977","9606.ENSP00000377936",848,"PPP2R3A","PPP2R2B"
"9606.ENSP00000264977","9606.ENSP00000335083",848,"PPP2R3A","PPP2R2C"
"9606.ENSP00000308413","9606.ENSP00000262187",848,"RPS6KB2","RHEB"
"9606.ENSP00000320935","9606.ENSP00000389814",848,"SLC2A4","ADIPOQ"
"9606.ENSP00000335083","9606.ENSP00000264977",848,"PPP2R2C","PPP2R3A"
"9606.ENSP00000346148","9606.ENSP00000261195",848,"PRKAA1","GYS2"
"9606.ENSP00000356047","9606.ENSP00000370517",848,"PFKFB2","PFKP"
"9606.ENSP00000360290","9606.ENSP00000263026",848,"PRKAA2","EEF2K"
"9606.ENSP00000370517","9606.ENSP00000356047",848,"PFKP","PFKFB2"
"9606.ENSP00000377936","9606.ENSP00000264977",848,"PPP2R2B","PPP2R3A"
"9606.ENSP00000377936","9606.ENSP00000412324",848,"PPP2R2B","PPP2R5C"
"9606.ENSP00000389814","9606.ENSP00000320935",848,"ADIPOQ","SLC2A4"
